freq,stage1_db,stage1_deg,stage2_db,stage2_deg,stage3_db,stage3_deg
1.20226443461740e+04,-6.60002767392667e+01,1.10997301328837e+02,-1.40598689978693e+02,-8.86220558016971e+01,-1.93205098028642e+02,4.23163092362064e+00
1.23026877081237e+04,-6.58673102322849e+01,1.09708211770479e+02,-1.40791192673871e+02,-9.12454957006772e+01,-1.93199706747379e+02,1.34137257276999e+00
1.25892541179416e+04,-6.57265265129807e+01,1.08486862402915e+02,-1.40966408969282e+02,-9.38680549449215e+01,-1.93176733948483e+02,-1.52978814039177e+00
1.28824955169312e+04,-6.55787515520753e+01,1.07331566073107e+02,-1.41124183484965e+02,-9.64916338816008e+01,-1.93136065343375e+02,-4.38498661070248e+00
1.31825673855640e+04,-6.54247442031262e+01,1.06240317613848e+02,-1.41264247305465e+02,-9.91177965013517e+01,-1.93077467456057e+02,-7.22694351216722e+00
1.34896288259164e+04,-6.52651968966784e+01,1.05210869858139e+02,-1.41386230342270e+02,-1.01747604202149e+02,-1.93000600737546e+02,-1.00578029526611e+01
1.38038426460287e+04,-6.51007376705729e+01,1.04240800623831e+02,-1.41489678464011e+02,-1.04381466132248e+02,-1.92905037351365e+02,-1.28789870834991e+01
1.41253754462274e+04,-6.49319331661623e+01,1.03327570597193e+02,-1.41574075040193e+02,-1.07019012093717e+02,-1.92790283287684e+02,-1.56910731211871e+01
1.44543977074591e+04,-6.47592922757704e+01,1.02468572445338e+02,-1.41638866351555e+02,-1.09658994132984e+02,-1.92655804269690e+02,-1.84936988912746e+01
1.47910838816819e+04,-6.45832701830624e+01,1.01661171754132e+02,-1.41683490079552e+02,-1.12299222737966e+02,-1.92501054673965e+02,-2.12855028035009e+01
1.51356124843619e+04,-6.44042725911026e+01,1.00902740545782e+02,-1.41707405818311e+02,-1.14936542815905e+02,-1.92325508416478e+02,-2.40641034267538e+01
1.54881661891247e+04,-6.42226599804334e+01,1.00190684204291e+02,-1.41710126288247e+02,-1.17566853208489e+02,-1.92128690490597e+02,-2.68261224184796e+01
1.58489319246110e+04,-6.40387517804302e+01,9.95224626500645e+01,-1.41691247714835e+02,-1.20185171374660e+02,-1.91910207627005e+02,-2.95672524398823e+01
1.62181009735891e+04,-6.38528303712599e+01,9.88956065762446e+01,-1.41650477716251e+02,-1.22785742131499e+02,-1.91669776424809e+02,-3.22823689503212e+01
1.65958690743755e+04,-6.36651448613285e+01,9.83077295041276e+01,-1.41587659060986e+02,-1.25362186227252e+02,-1.91407247319863e+02,-3.49656816596028e+01
1.69824365246173e+04,-6.34759146067958e+01,9.77565363449004e+01,-1.41502787836167e+02,-1.27907681388162e+02,-1.91122622935304e+02,-3.76109182855465e+01
1.73780082874936e+04,-6.32853324563668e+01,9.72398290781536e+01,-1.41396024909408e+02,-1.30415165759614e+02,-1.90816069700883e+02,-4.02115305438793e+01
1.77827941003891e+04,-6.30935677169553e+01,9.67555100803863e+01,-1.41267700043091e+02,-1.32877551765608e+02,-1.90487922103237e+02,-4.27609104014586e+01
1.81970085860997e+04,-6.29007688447455e+01,9.63015835624724e+01,-1.41118308575772e+02,-1.35287937648117e+02,-1.90138679484664e+02,-4.52526038617084e+01
1.86208713666285e+04,-6.27070658723517e+01,9.58761555064954e+01,-1.40948501150449e+02,-1.37639804454166e+02,-1.89768995872597e+02,-4.76805100575189e+01
1.90546071796323e+04,-6.25125725868126e+01,9.54774324303220e+01,-1.40759067470459e+02,-1.39927187940507e+02,-1.89379663822719e+02,-5.00390551288977e+01
1.94984459975803e+04,-6.23173884755514e+01,9.51037192535229e+01,-1.40550915440011e+02,-1.42144817499091e+02,-1.88971593634583e+02,-5.23233329959039e+01
1.99526231496886e+04,-6.21216004586138e+01,9.47534164905525e+01,-1.40325047260020e+02,-1.44288217376836e+02,-1.88545789512042e+02,-5.45292083074850e+01
2.04173794466951e+04,-6.19252844257931e+01,9.44250169560335e+01,-1.40082534091727e+02,-1.46353768730247e+02,-1.88103324282390e+02,-5.66533801137141e+01
2.08929613085402e+04,-6.17285065969207e+01,9.41171021321662e+01,-1.39824490788189e+02,-1.48338734020719e+02,-1.87645314175519e+02,-5.86934077739016e+01
2.13796208950221e+04,-6.15313247228559e+01,9.38283383188879e+01,-1.39552051963868e+02,-1.50241247625570e+02,-1.87172894934387e+02,-6.06477029820111e+01
2.18776162394953e+04,-6.13337891436899e+01,9.35574726628550e+01,-1.39266350372191e+02,-1.52060278156220e+02,-1.86687200227597e+02,-6.25154934068895e+01
2.23872113856832e+04,-6.11359437195074e+01,9.33033291409686e+01,-1.38968498236464e+02,-1.53795568814789e+02,-1.86189343010272e+02,-6.42967642843381e+01
2.29086765276775e+04,-6.09378266478114e+01,9.30648045573612e+01,-1.38659571870220e+02,-1.55447562266985e+02,-1.85680400169980e+02,-6.59921844444093e+01
2.34422881531990e+04,-6.07394711804578e+01,9.28408645990472e+01,-1.38340599656322e+02,-1.57017316111885e+02,-1.85161400527661e+02,-6.76030228596724e+01
2.39883291901947e+04,-6.05409062517250e+01,9.26305399842317e+01,-1.38012553245174e+02,-1.58506414263670e+02,-1.84633316054392e+02,-6.91310610344271e+01
2.45470891568501e+04,-6.03421570279721e+01,9.24329227282206e+01,-1.37676341685261e+02,-1.59916878595582e+02,-1.84097056017692e+02,-7.05785055897132e+01
2.51188643150956e+04,-6.01432453882415e+01,9.22471625446341e+01,-1.37332808110056e+02,-1.61251084173658e+02,-1.83553463681769e+02,-7.19479043760122e+01
2.57039578276884e+04,-5.99441903441462e+01,9.20724633937616e+01,-1.36982728565086e+02,-1.62511680431989e+02,-1.83003315145848e+02,-7.32420684694459e+01
2.63026799189536e+04,-5.97450084064489e+01,9.19080801853627e+01,-1.36626812556549e+02,-1.63701519778444e+02,-1.82447319902255e+02,-7.44640015442383e+01
2.69153480392689e+04,-5.95457139048944e+01,9.17533156395318e+01,-1.36265704927040e+02,-1.64823594404409e+02,-1.81886122720071e+02,-7.56168373985557e+01
2.75422870333814e+04,-5.93463192670934e+01,9.16075173065012e+01,-1.35899988704651e+02,-1.65880981512439e+02,-1.81320306500824e+02,-7.67037858509978e+01
2.81838293126443e+04,-5.91468352615662e+01,9.14700747440464e+01,-1.35530188620837e+02,-1.66876796763942e+02,-1.80750395801807e+02,-7.77280868129680e+01
2.88403150312658e+04,-5.89472712094458e+01,9.13404168495448e+01,-1.35156775043928e+02,-1.67814155466497e+02,-1.80176860774058e+02,-7.86929720595045e+01
2.95120922666636e+04,-5.87476351687915e+01,9.12180093425417e+01,-1.34780168124769e+02,-1.68696140844994e+02,-1.79600121311614e+02,-7.96016340454704e+01
3.01995172040199e+04,-5.85479340949804e+01,9.11023523927801e+01,-1.34400741996217e+02,-1.69525778648813e+02,-1.79020551253897e+02,-8.04572010219279e+01
3.09029543251356e+04,-5.83481739802158e+01,9.09929783880732e+01,-1.34018828907725e+02,-1.70306017317689e+02,-1.78438482522557e+02,-8.12627176777247e+01
3.16227766016835e+04,-5.81483599748126e+01,9.08894498359984e+01,-1.33634723209529e+02,-1.71039712943035e+02,-1.77854209107358e+02,-8.20211305453280e+01
3.23593656929625e+04,-5.79484964925879e+01,9.07913573931748e+01,-1.33248685128211e+02,-1.71729618304613e+02,-1.77267990843001e+02,-8.27352774528972e+01
3.31131121482588e+04,-5.77485873023904e+01,9.06983180157912e+01,-1.32860944297161e+02,-1.72378375322651e+02,-1.76680056940399e+02,-8.34078803646557e+01
3.38844156139199e+04,-5.75486356075446e+01,9.06099732250687e+01,-1.32471703022225e+02,-1.72988510334418e+02,-1.76090609252819e+02,-8.40415410204165e+01
3.46736850452528e+04,-5.73486441147610e+01,9.05259874814204e+01,-1.32081139275602e+02,-1.73562431675582e+02,-1.75499825269939e+02,-8.46387388562924e+01
3.54813389233572e+04,-5.71486150938649e+01,9.04460466612169e+01,-1.31689409420275e+02,-1.74102429116325e+02,-1.74907860842185e+02,-8.52018307581910e+01
3.63078054770098e+04,-5.69485504295239e+01,9.03698566302482e+01,-1.31296650673842e+02,-1.74610674767586e+02,-1.74314852644220e+02,-8.57330522649425e+01
3.71535229097169e+04,-5.67484516659996e+01,9.02971419081820e+01,-1.30902983324962e+02,-1.75089225132417e+02,-1.73720920390843e+02,-8.62345198974623e+01
3.80189396320557e+04,-5.65483200458223e+01,9.02276444185649e+01,-1.30508512718357e+02,-1.75540024030655e+02,-1.73126168821254e+02,-8.67082343434575e+01
3.89045144994277e+04,-5.63481565431652e+01,9.01611223191280e+01,-1.30113331025744e+02,-1.75964906171830e+02,-1.72530689469080e+02,-8.71560842738240e+01
3.98107170553493e+04,-5.61479618925982e+01,9.00973489074464e+01,-1.29717518820610e+02,-1.76365601191549e+02,-1.71934562236096e+02,-8.75798506071216e+01
4.07380277804108e+04,-5.59477366138117e+01,9.00361115972170e+01,-1.29321146474601e+02,-1.76743738001215e+02,-1.71337856787412e+02,-8.79812110730481e+01
4.16869383470331e+04,-5.57474810328223e+01,8.99772109606919e+01,-1.28924275392702e+02,-1.77100849330095e+02,-1.70740633785324e+02,-8.83617449549523e+01
4.26579518801588e+04,-5.55471953001088e+01,8.99204598330419e+01,-1.28526959103497e+02,-1.77438376363358e+02,-1.70142945978126e+02,-8.87229379159171e+01
4.36515832240161e+04,-5.53468794060643e+01,8.98656824746533e+01,-1.28129244219714e+02,-1.77757673400114e+02,-1.69544839159089e+02,-8.90661868333491e+01
4.46683592150958e+04,-5.51465331941016e+01,8.98127137876055e+01,-1.27731171283121e+02,-1.78060012472400e+02,-1.68946353009676e+02,-8.93928045838193e+01
4.57088189614870e+04,-5.49461563717054e+01,8.97613985827853e+01,-1.27332775506595e+02,-1.78346587879949e+02,-1.68347521839833e+02,-8.97040247337858e+01
4.67735141287193e+04,-5.47457485196827e+01,8.97115908943131e+01,-1.26934087425066e+02,-1.78618520606918e+02,-1.67748375237032e+02,-9.00010061030830e+01
4.78630092322633e+04,-5.45453090998323e+01,8.96631533381433e+01,-1.26535133465822e+02,-1.78876862595964e+02,-1.67148938634590e+02,-9.02848371772464e+01
4.89778819368441e+04,-5.43448374612247e+01,8.96159565119126e+01,-1.26135936447653e+02,-1.79122600862440e+02,-1.66549233808709e+02,-9.05565403520871e+01
5.01187233627267e+04,-5.41443328452542e+01,8.95698784332684e+01,-1.25736516017271e+02,-1.79356661437425e+02,-1.65949279312681e+02,-9.08170759998298e+01
5.12861383991359e+04,-5.39437943896093e+01,8.95248040140872e+01,-1.25336889030507e+02,-1.79579913133035e+02,-1.65349090855783e+02,-9.10673463508127e+01
5.24807460249767e+04,-5.37432211312806e+01,8.94806245681699e+01,-1.24937069884985e+02,-1.79793171127100e+02,-1.64748681633523e+02,-9.13081991883829e+01
5.37031796370247e+04,-5.35426120087155e+01,8.94372373501156e+01,-1.24537070810159e+02,-1.79997200367242e+02,-1.64148062615143e+02,-9.15404313575042e+01
5.49540873857619e+04,-5.33419658632078e+01,8.93945451232600e+01,-1.24136902119953e+02,1.79807281203459e+02,-1.63547242793602e+02,-9.17647920897523e+01
5.62341325190343e+04,-5.31412814396039e+01,8.93524557546554e+01,-1.23736572432583e+02,1.79619599595286e+02,-1.62946229402641e+02,-9.19819861490542e+01
5.75439937337151e+04,-5.29405573863886e+01,8.93108818352316e+01,-1.23336088861629e+02,1.79439121890109e+02,-1.62345028104950e+02,-9.21926768036852e+01
5.88843655355583e+04,-5.27397922552120e+01,8.92697403233659e+01,-1.22935457181903e+02,1.79265253522972e+02,-1.61743643155031e+02,-9.23974886309707e+01
6.02559586074351e+04,-5.25389844999028e+01,8.92289522102087e+01,-1.22534681973247e+02,1.79097435720434e+02,-1.61142077539831e+02,-9.25970101616686e+01
6.16595001861475e+04,-5.23381324750114e+01,8.91884422052234e+01,-1.22133766744986e+02,1.78935143088655e+02,-1.60540333099917e+02,-9.27917963714120e+01
6.30957344480186e+04,-5.21372344339162e+01,8.91481384404694e+01,-1.21732714043441e+02,1.78777881344004e+02,-1.59938410633561e+02,-9.29823710267891e+01
6.45654229034648e+04,-5.19362885265229e+01,8.91079721922702e+01,-1.21331525544605e+02,1.78625185178881e+02,-1.59336309985828e+02,-9.31692288936863e+01
6.60693448007589e+04,-5.17352927965808e+01,8.90678776189759e+01,-1.20930202133799e+02,1.78476616255476e+02,-1.58734030124513e+02,-9.33528378154979e+01
6.76082975391974e+04,-5.15342451786349e+01,8.90277915136085e+01,-1.20528743973924e+02,1.78331761320295e+02,-1.58131569204499e+02,-9.35336406686875e+01
6.91830970918929e+04,-5.13331434946308e+01,8.89876530702476e+01,-1.20127150563704e+02,1.78190230432415e+02,-1.57528924621944e+02,-9.37120572030189e+01
7.07945784384130e+04,-5.11319854501837e+01,8.89474036630860e+01,-1.19725420787132e+02,1.78051655298681e+02,-1.56926093059504e+02,-9.38884857735520e+01
7.24435960074982e+04,-5.09307686305220e+01,8.89069866371369e+01,-1.19323552955192e+02,1.77915687709245e+02,-1.56323070523646e+02,-9.40633049712727e+01
7.41310241300909e+04,-5.07294904961112e+01,8.88663471096292e+01,-1.18921544840773e+02,1.77781998067122e+02,-1.55719852374977e+02,-9.42368751589640e+01
7.58577575029175e+04,-5.05281483779639e+01,8.88254317811906e+01,-1.18519393707588e+02,1.77650274005704e+02,-1.55116433352384e+02,-9.44095399186420e+01
7.76247116628683e+04,-5.03267394726376e+01,8.87841887559481e+01,-1.18117096333800e+02,1.77520219088424e+02,-1.54512807591669e+02,-9.45816274166415e+01
7.94328234724272e+04,-5.01252608369212e+01,8.87425673697303e+01,-1.17714649030948e+02,1.77391551585051e+02,-1.53908968639306e+02,-9.47534516921331e+01
8.12830516164090e+04,-4.99237093822094e+01,8.87005180255875e+01,-1.17312047658729e+02,1.77264003319341e+02,-1.53304909461817e+02,-9.49253138746061e+01
8.31763771102661e+04,-4.97220818685635e+01,8.86579920358923e+01,-1.16909287636075e+02,1.77137318583042e+02,-1.52700622451231e+02,-9.50975033355916e+01
8.51138038202367e+04,-4.95203748984534e+01,8.86149414702935e+01,-1.16506363948922e+02,1.77011253111497e+02,-1.52096099427020e+02,-9.52702987796507e+01
8.70963589956071e+04,-4.93185849101776e+01,8.85713190088467e+01,-1.16103271155039e+02,1.76885573116314e+02,-1.51491331634840e+02,-9.54439692794193e+01
8.91250938133735e+04,-4.91167081709564e+01,8.85270777996608e+01,-1.15700003386183e+02,1.76760054370824e+02,-1.50886309742375e+02,-9.56187752592743e+01
9.12010839355899e+04,-4.89147407696893e+01,8.84821713204121e+01,-1.15296554347866e+02,1.76634481344242e+02,-1.50281023832541e+02,-9.57949694319828e+01
9.33254300796980e+04,-4.87126786093720e+01,8.84365532431156e+01,-1.14892917316944e+02,1.76508646380651e+02,-1.49675463394253e+02,-9.59727976924942e+01
9.54992586021425e+04,-4.85105173991645e+01,8.83901773015413e+01,-1.14489085137217e+02,1.76382348919136e+02,-1.49069617310948e+02,-9.61524999728587e+01
9.77237220955799e+04,-4.83082526461017e+01,8.83429971606866e+01,-1.14085050213223e+02,1.76255394751544e+02,-1.48463473847031e+02,-9.63343110620881e+01
1.00000000000000e+05,-4.81058796464379e+01,8.82949662877174e+01,-1.13680804502347e+02,1.76127595314531e+02,-1.47857020632367e+02,-9.65184613946195e+01
